"order_id","origin_port","X3pl","customs_procedures","logistic_hub","customer","product_id","units","weight","material_handling","distance_port_hub","distance_hub_customer","distance_total"
"e7a0a81d238c","Rotterdam","v_002","CRF","Hamburg","Turin",1637055,473,1835,5,414.4489,958.1984,1372.6473
"ca6a81385a08","Rotterdam","v_002","DTD","Hamburg","Bucharest",1676563,491,804,5,414.4489,1547.9444,1962.3933
"c313e356eaef","Barcelona","v_004","DTP","Rome","Madrid",1613321,522,1086,0,859.9884,1366.4467,2226.4351
"4a7b1c500f05","Athens","v_004","CRF","Liege","Bremen",1683419,517,973,4,2008.8628,350.31,2359.1728
"21632ea9e2d5","Rotterdam","v_004","DTD","Lille","Bucharest",1682983,385,1781,1,173.9644,1857.0525,2031.0169
"01634fd45c96","Rotterdam","v_004","CRF","Rome","Lisbon",1699372,452,1465,0,1269.2365,1866.532,3135.7685
"cfe30e3bde61","Barcelona","v_002","DTP","Bratislava","Berlin",1699552,554,1190,0,1397.414,552.9516,1950.3656
"3de15aa8d5ad","Barcelona","v_004","DTP","Warsaw","Cologne",1699795,522,1332,4,0,986.9986,986.9986
"8933140360bd","Rotterdam","v_002","CRF","Hamburg","Valencia",1682739,417,1766,4,414.4489,1751.9607,2166.4096
"61ff63bfdbd8","Rotterdam","v_001","DTP","Lille","Copenhagen",1655373,417,1133,5,173.9644,847.3082,1021.2726
"8d99073a1cda","Athens","v_004","CRF","Rome","Rome",1685213,537,1847,5,1053.5083,0,1053.5083
"29f1b40e7454","Athens","v_002","CRF","Venlo","Milan",1613321,515,1086,0,0,696.3485,696.3485
"31777312339c","Barcelona","v_002","DTD","Zaragoza","Rome",1672661,487,1051,5,257.0251,1110.3378,1367.3629
"c03d471e3b14","Barcelona","v_004","CRF","Zaragoza","Milan",1696799,461,561,5,257.0251,916.383,1173.4081
"951ceaf1dbb4","Rotterdam","v_002","DTD","Dusseldorf","Malmö",1697085,481,1211,3,177.3075,638.922,816.2295
"a4ede1cb3e1e","Barcelona","v_004","DTP","Lille","Paris",1637055,511,1835,5,1030.8249,204.8496,1235.6745
"d976ca028879","Athens","v_002","CRF","Zaragoza","Budapest",1699690,510,883,3,2138.3667,1704.3119,3842.6786
"91f688768059","Rotterdam","v_004","DTP","Warsaw","Lisbon",1689547,423,1571,4,1135.6449,2768.9663,3904.6112
"fe180a13043c","Rotterdam","v_002","CRF","Rome","Milan",1683387,600,2052,5,1269.2365,477.3222,1746.5587
"0924e53f9320","Athens","v_002","DTP","Warsaw","Munich",1644200,420,1570,4,1597.0905,816.0497,2413.1402
"53f58f9950bf","Rotterdam","v_002","CRF","Bratislava","Munich",1690144,303,1416,4,995.7185,411.7316,1407.4501
"8cfc5d84bdd7","Barcelona","v_004","DTD","Dusseldorf","Munich",1671834,538,1194,5,1149.4065,487.5926,1636.9991
"df8f8d8c929b","Rotterdam","v_002","CRF","Zaragoza","Madrid",1666959,557,1830,3,1212.1854,274.1376,1486.323
"0345df3fbec8","Athens","v_003","DTD","Dusseldorf","Bordeaux",1699586,507,1622,1,1984.437,896.2065,2880.6435
"23e22a402951","Rotterdam","v_002","DTP","Bratislava","Munich",1682796,396,1795,2,995.7185,411.7316,1407.4501
"57f8c980ebcb","Athens","v_002","DTP","Hamburg","Milan",1686756,520,1208,3,2025.2207,901.2353,2926.456
"2d11f054601b","Rotterdam","v_002","DTD","Rome","Berlin",1666317,459,1735,0,1269.2365,1183.0545,2452.291
"2bb20d2752b0","Rotterdam","v_004","DTP","Hamburg","Turin",1663347,514,669,0,414.4489,958.1984,1372.6473
"e89175119f76","Rotterdam","v_004","CRF","Warsaw","Bucharest",1689641,482,968,4,1135.6449,943.3275,2078.9724
"7d73cd8b3a55","Athens","v_004","DTP","Venlo","Munich",1667927,427,945,5,2029.5726,532.4769,2562.0495
"6996f8977256","Rotterdam","v_001","CRF","Warsaw","Berlin",1689033,430,1147,5,1135.6449,523.8994,1659.5443
"af83bbdde617","Rotterdam","v_001","DTD","Warsaw","Amsterdam",1661099,594,1627,5,1135.6449,1101.3447,2236.9896
"9bc764460224","Rotterdam","v_002","DTP","Hamburg","Marseille",1699315,469,1589,5,414.4489,1189.9889,1604.4378
"a59dfd0a6403","Rotterdam","v_002","DTD","Hamburg","Cologne",1697306,604,2003,5,414.4489,357.1486,771.5975
"7fa6cc22517a","Barcelona","v_002","CRF","Dusseldorf","Prague",1693001,447,877,2,0,554.9521,554.9521
"bb52a9a7c20f","Rotterdam","v_004","CRF","Warsaw","Rome",1668612,569,2483,4,1135.6449,1319.6796,2455.3245
"4a3da1d318db","Barcelona","v_002","DTP","Liege","Berlin",1651302,516,1287,3,0,580.017,580.017
"d45760c31ec2","Athens","v_002","CRF","Hamburg","Vienna",1662238,603,1572,0,2025.2207,743.8643,2769.085
"b3edc9019650","Rotterdam","v_002","CRF","Rome","Naples",1672706,314,1684,5,1269.2365,188.7287,1457.9652
"e53d854ea79f","Athens","v_002","DTD","Venlo","Athens",1656347,631,1700,2,2029.5726,2029.5726,4059.1452
"27b4ab1b0e55","Barcelona","v_002","CRF","Zaragoza","Paris",1699326,463,1273,5,257.0251,839.2165,1096.2416
"88423abcc10a","Athens","v_004","DTD","Rome","Berlin",1657063,469,1842,4,1053.5083,1183.0545,2236.5628
"683aef18a9ed","Rotterdam","v_004","DTD","Dusseldorf","Madrid",1657013,483,1285,0,177.3075,1448.2241,1625.5316
"076288b3c389","Rotterdam","v_002","DTP","Venlo","Madrid",1693453,408,1154,0,130.0459,1436.9241,1566.97
"eaf995210d35","Rotterdam","v_003","DTD","Hamburg","Berlin",1700137,436,1074,5,414.4489,254.6944,669.1433
"2ccc6b6c5e65","Barcelona","v_002","CRF","Rome","Lyon",1646393,571,1066,5,0,749.8862,749.8862
"8b6ed719f22e","Rotterdam","v_002","CRF","Rome","Vienna",1651299,469,1200,1,1269.2365,765.5193,2034.7558
"ef5c09a1e445","Athens","v_004","CRF","Zaragoza","Vienna",1660153,432,702,5,2138.3667,1539.7663,3678.133
"e03bba2d69f5","Rotterdam","v_004","DTD","Bratislava","Malmö",1658532,425,1585,5,995.7185,875.8775,1871.596
"646908146ed5","Rotterdam","v_003","DTD","Rome","Athens",1666959,251,1830,3,1269.2365,1053.5083,2322.7448
"e19bd5d1e0be","Barcelona","v_002","CRF","Liege","Milan",1657474,482,598,5,1062.2681,635.8256,1698.0937
"9176cd9fcc96","Rotterdam","v_004","DTD","Venlo","Amsterdam",1656246,475,727,0,130.0459,139.2635,269.3094
"0aa90f07c9df","Rotterdam","v_004","CRF","Zaragoza","Lyon",1682805,454,1721,5,1212.1854,647.847,1860.0324
"b8da3cb429e6","Barcelona","v_004","CRF","Bratislava","Stockholm",1699690,488,883,3,0,1245.1757,1245.1757
"49090b9744d1","Barcelona","v_002","CRF","Warsaw","Lyon",1676699,447,2151,5,1870.1057,1384.9215,3255.0272
"2167acf4a211","Athens","v_002","CRF","Venlo","Naples",1644308,538,1088,3,2029.5726,1328.0246,3357.5972
"c5401de91566","Athens","v_001","DTD","Lille","Berlin",1676564,440,1479,5,2153.58,744.9913,2898.5713
"a385adf388d7","Barcelona","v_004","CRF","Liege","Paris",1693626,511,1192,3,1062.2681,307.2646,1369.5327
"3a709ff1de8b","Rotterdam","v_004","CRF","Hamburg","Berlin",1680961,501,1052,5,414.4489,254.6944,669.1433
"24736cb9a24f","Athens","v_004","DTD","Venlo","Vienna",1660153,519,702,5,2029.5726,815.6854,2845.258
"cde4a2cc5591","Athens","v_004","CRF","Hamburg","Athens",1613321,520,1086,0,2025.2207,2025.2207,4050.4414
"40390fee3f29","Barcelona","v_002","CRF","Venlo","Bucharest",1652080,477,1486,2,1153.4178,1672.4754,2825.8932
"ef075fcd4bed","Rotterdam","v_004","CRF","Liege","Malmö",1699976,486,1628,2,161.5622,742.0781,903.6403
"ab6f83aff7fb","Athens","v_002","CRF","Lille","Stockholm",1668555,414,1294,3,2153.58,1357.4387,3511.0187
"b23a14916e15","Rotterdam","v_002","DTD","Venlo","Bucharest",1666519,481,555,3,130.0459,1672.4754,1802.5213
"6d66c9592a22","Rotterdam","v_004","DTP","Zaragoza","Milan",1698997,622,1281,5,1212.1854,916.383,2128.5684
"df2bb7f63b75","Rotterdam","v_001","DTP","Zaragoza","Madrid",1689033,534,1147,5,1212.1854,274.1376,1486.323
"72f3c7b446c5","Rotterdam","v_004","CRF","Hamburg","Madrid",1657063,512,1842,4,414.4489,1787.4018,2201.8507
"f4e26132a51b","Athens","v_004","DTD","Bratislava","Barcelona",1694720,583,1377,3,1250.4735,1397.414,2647.8875
"853a0c0f68c6","Rotterdam","v_002","DTD","Hamburg","Marseille",1698997,341,1281,5,414.4489,1189.9889,1604.4378
"c56557222b4d","Rotterdam","v_004","DTP","Dusseldorf","Milan",1691548,560,2310,5,177.3075,665.0376,842.3451
"b8a8583f0e0c","Rotterdam","v_004","DTD","Rome","Lyon",1662991,448,821,5,1269.2365,749.8862,2019.1227
"2597cb6dc982","Rotterdam","v_004","CRF","Zaragoza","Berlin",1644308,541,1088,3,1212.1854,1616.8146,2829
"65b23131b40f","Athens","v_002","CRF","Hamburg","Amsterdam",1656353,465,1150,5,2025.2207,367.2448,2392.4655
"63b35723b289","Barcelona","v_004","CRF","Warsaw","Madrid",1696754,465,1444,0,1870.1057,2297.8442,4167.9499
"c1f8e94932b8","Barcelona","v_004","DTD","Dusseldorf","Budapest",1622685,551,1230,3,1149.4065,980.9822,2130.3887
"7b7acd2adb32","Athens","v_004","CRF","Bratislava","Porto",1650715,513,1895,4,1250.4735,2170.9236,3421.3971
"ab107471ab60","Barcelona","v_004","CRF","Rome","Amsterdam",1641237,463,944,4,859.9884,1297.8466,2157.835
"42f7c3f0468e","Rotterdam","v_002","DTD","Rome","Rome",1699623,368,1304,3,1269.2365,0,1269.2365
"79e36fd889ca","Rotterdam","v_002","DTD","Lille","Madrid",1699670,679,2458,0,173.9644,1251.5675,1425.5319
"e6809622901d","Rotterdam","v_004","CRF","Lille","Berlin",1689781,475,804,5,173.9644,744.9913,918.9557
"4a6aaaa49eef","Rotterdam","v_002","DTP","Rome","Copenhagen",1699570,531,1885,5,1269.2365,1533.9085,2803.145
"e66cd00eea28","Barcelona","v_004","DTD","Venlo","Barcelona",1683403,486,161,1,0,1153.4178,1153.4178
"5c8f0f1034dd","Athens","v_004","DTP","Lille","Athens",1689012,538,1192,3,2153.58,2153.58,4307.16
"215faddcf4a7","Rotterdam","v_002","CRF","Zaragoza","Berlin",1696533,636,1430,5,1212.1854,1616.8146,2829
"2bed1f7b19ec","Rotterdam","v_002","DTD","Rome","Madrid",1662238,531,1572,0,1269.2365,1366.4467,2635.6832
"3062f9e32e3f","Rotterdam","v_002","CRF","Dusseldorf","Amsterdam",1692724,525,1890,1,177.3075,182.1019,359.4094
"872e03b2696e","Athens","v_004","DTP","Venlo","Porto",1699249,489,1081,5,2029.5726,1603.9511,3633.5237
"75c2020f3e52","Rotterdam","v_002","CRF","Lille","Rome",1684755,546,1112,2,173.9644,1211.1302,1385.0946
"7cff10d68340","Athens","v_002","CRF","Hamburg","Athens",1697306,536,2003,5,2025.2207,2025.2207,4050.4414
"4bc49a4a7093","Rotterdam","v_003","CRF","Hamburg","Hanover",1699345,603,2158,5,414.4489,132.0362,546.4851
"2ceda028352c","Rotterdam","v_004","CRF","Dusseldorf","Valencia",1663396,479,1058,5,177.3075,1420.0225,1597.33
"4f8a1145f4fc","Rotterdam","v_004","CRF","Hamburg","Milan",1660585,503,1290,3,414.4489,901.2353,1315.6842
"bfed695aa83e","Rotterdam","v_004","DTD","Bratislava","Madrid",1682754,467,819,5,995.7185,1862.1797,2857.8982
"0212aeddcb87","Barcelona","v_002","CRF","Hamburg","Vienna",1653588,487,949,1,1473.6254,743.8643,2217.4897
"f366eb763166","Barcelona","v_003","CRF","Lille","Madrid",1657474,449,598,5,1030.8249,1251.5675,2282.3924
"6ff5a47d2f3d","Rotterdam","v_002","DTD","Lille","Munich",1678000,502,493,1,173.9644,677.1062,851.0706
"43167022077e","Rotterdam","v_004","CRF","Rome","Malmö",1695345,555,1019,5,1269.2365,1525.2925,2794.529
"6f35efae5807","Athens","v_004","CRF","Hamburg","Lyon",1652538,430,1615,4,2025.2207,943.0273,2968.248
"552b3237a74d","Athens","v_004","DTP","Bratislava","Munich",1613321,378,1086,0,1250.4735,411.7316,1662.2051
"c703061f7a04","Barcelona","v_003","DTP","Dusseldorf","Rome",1660580,646,1889,0,1149.4065,1125.029,2274.4355
"1135301ae7d4","Rotterdam","v_002","CRF","Rome","Copenhagen",1668344,519,676,3,1269.2365,1533.9085,2803.145
"a5c440110683","Athens","v_004","CRF","Hamburg","Helsinki",1682742,560,1059,5,0,1167.5065,1167.5065
"721be05e0325","Rotterdam","v_002","CRF","Warsaw","Milan",1680961,544,1052,5,1135.6449,1149.4642,2285.1091
"9c9f0710919e","Barcelona","v_004","CRF","Hamburg","Copenhagen",1682739,613,1766,4,0,289.9676,289.9676
"3.85E+32","Rotterdam","v_004","CRF","Bratislava","Lyon",1660153,489,702,5,995.7185,970.4925,1966.211
"4b2f7cdb402c","Rotterdam","v_002","CRF","Warsaw","Malmö",1657474,481,598,5,1135.6449,648.9997,1784.6446
"7ad5ad60a606","Rotterdam","v_001","CRF","Lille","Vienna",1696073,518,1208,5,173.9644,1001.0708,1175.0352
"2cb3285a5bbb","Rotterdam","v_001","CRF","Warsaw","Vienna",1620510,433,1308,4,1135.6449,559.1571,1694.802
"bfbbe93e004c","Rotterdam","v_002","DTD","Bratislava","Bucharest",1650715,638,1895,4,995.7185,805.9377,1801.6562
"930da96fd71d","Rotterdam","v_002","DTD","Dusseldorf","Vienna",1676563,481,804,5,177.3075,768.3073,945.6148
"21047732681c","Rotterdam","v_004","CRF","Venlo","Lisbon",1696756,355,1288,5,130.0459,1846.475,1976.5209
"c1529ada9861","Rotterdam","v_001","DTD","","Lyon",1668347,460,1698,5,0,0,0
"dd689cb59fda","Rotterdam","v_001","DTD","Venlo","Cologne",1699135,556,1002,0,130.0459,75.8455,205.8914
"6c0f42dc9e98","Barcelona","v_002","DTP","Venlo","Copenhagen",1699772,514,431,5,1153.4178,639.4113,1792.8291
"ec93b0c300aa","Rotterdam","v_002","CRF","Lille","Amsterdam",1692402,516,364,2,173.9644,231.1954,405.1598
"7d1783f681df","Barcelona","v_001","CRF","Warsaw","Berlin",1700105,585,1075,4,1870.1057,523.8994,2394.0051
"f5b8634b4ba3","Rotterdam","v_002","CRF","Hamburg","Milan",1682790,484,524,2,414.4489,901.2353,1315.6842
"7efe1ccf3037","Barcelona","v_004","DTD","Hamburg","Munich",1683403,505,161,1,1473.6254,612.2829,2085.9083
"013a07b6ab94","Rotterdam","v_002","DTD","Hamburg","Munich",1696476,499,1328,1,414.4489,612.2829,1026.7318
"87063339848e","Rotterdam","v_002","DTD","Hamburg","Madrid",1657063,508,1842,4,414.4489,1787.4018,2201.8507
"a830dccd2151","Athens","v_002","CRF","Venlo","Lyon",1629341,514,1302,5,2029.5726,634.0662,2663.6388
"98ec9287f6f9","Rotterdam","v_002","CRF","Venlo","Valencia",1682772,522,1356,2,130.0459,1418.7254,1548.7713
"86aea5584e8d","Athens","v_002","DTD","Venlo","Vienna",1644308,434,1088,3,2029.5726,815.6854,2845.258
"60fac96bbca0","Rotterdam","v_004","CRF","Liege","Madrid",1689784,421,1485,5,161.5622,1345.7935,1507.3557
"de0ba4d438a1","Rotterdam","v_002","DTD","Dusseldorf","Madrid",1650715,399,1895,4,177.3075,1448.2241,1625.5316
"4c7307617d59","Rotterdam","v_003","CRF","Warsaw","Turin",1688598,409,2227,2,1135.6449,1264.7321,2400.377
"9ebff54c041b","Barcelona","v_002","CRF","Lille","Milan",1651298,456,836,5,1030.8249,733.8784,1764.7033
"f51c4f88e925","Barcelona","v_002","CRF","Dusseldorf","Vienna",1699022,550,1611,4,1149.4065,768.3073,1917.7138
"5b3c2a976fb0","Rotterdam","v_002","CRF","Hamburg","Paris",1652887,549,1062,3,414.4489,747.9185,1162.3674
"350766692f00","Athens","v_003","CRF","Venlo","Madrid",1701462,557,1860,5,2029.5726,1436.9241,3466.4967
"5ac945a8b40a","Rotterdam","v_004","DTP","Rome","Athens",1699841,402,1172,3,1269.2365,1053.5083,2322.7448
"d0e12782fc17","Rotterdam","v_002","DTD","Hamburg","Amsterdam",1644308,555,1088,3,414.4489,367.2448,781.6937
"4b3ec46112f4","Rotterdam","v_002","CRF","Warsaw","Berlin",1681882,486,1335,0,1135.6449,523.8994,1659.5443
"a702c3d2c1ac","Athens","v_004","DTP","Hamburg","Naples",1680915,446,1653,5,2025.2207,1449.0449,3474.2656
"44751bc35817","Rotterdam","v_003","CRF","Venlo","Amsterdam",1699841,511,1172,3,130.0459,139.2635,269.3094
"41f033f73567","Rotterdam","v_004","CRF","Rome","Milan",1697883,487,696,4,1269.2365,477.3222,1746.5587
"09dbe3ec520c","Rotterdam","v_002","CRF","Liege","Lisbon",1678427,520,899,5,161.5622,1759.8255,1921.3877
"abd32d02614d","Rotterdam","v_002","CRF","Lille","Milan",1689031,558,1389,5,173.9644,733.8784,907.8428
"375bf1c41751","Rotterdam","v_002","CRF","Hamburg","Cologne",1680915,419,1653,5,414.4489,357.1486,771.5975
"3cf34ec4b745","Rotterdam","v_004","DTD","Lille","Rome",1667817,587,2301,3,173.9644,1211.1302,1385.0946
"bd16b83c95bc","Rotterdam","v_002","CRF","Hamburg","Milan",1664067,474,550,0,414.4489,901.2353,1315.6842
"732aebe8f9a3","Athens","v_004","CRF","Warsaw","Vienna",1646392,515,1663,1,1597.0905,559.1571,2156.2476
"42b5492a8038","Athens","v_002","DTD","Rome","Berlin",1677690,453,605,3,1053.5083,1183.0545,2236.5628
"238494db1554","Athens","v_004","CRF","Dusseldorf","Milan",1680210,505,216,2,1984.437,665.0376,2649.4746
"c65f975ea41c","Athens","v_003","CRF","Dusseldorf","Bordeaux",1693453,601,1154,0,1984.437,896.2065,2880.6435
"78dd58c523ec","Rotterdam","v_002","DTD","Lille","Vienna",1683388,520,855,2,173.9644,1001.0708,1175.0352
"3cdf5c453a63","Rotterdam","v_004","DTD","Hamburg","Vienna",1664067,491,550,0,414.4489,743.8643,1158.3132
"ed91689d095d","Rotterdam","v_002","CRF","Venlo","Vienna",1689785,316,1683,4,130.0459,815.6854,945.7313
"cb5f746dfb77","Rotterdam","v_002","DTD","Bratislava","Naples",1652080,360,1486,2,995.7185,844.0198,1839.7383
"7883c65817a5","Barcelona","v_002","DTD","Venlo","Berlin",1655373,502,1133,5,1153.4178,512.8188,1666.2366
"a49a14bdd382","Barcelona","v_003","DTD","Venlo","Lisbon",1657474,506,598,5,0,1846.475,1846.475
"56abf751ff3a","Rotterdam","v_002","DTD","Warsaw","Barcelona",1695817,498,1873,5,1135.6449,1870.1057,3005.7506
"1966628007a0","Rotterdam","v_004","DTD","Warsaw","Turin",1683635,535,1492,5,1135.6449,1264.7321,2400.377
"d86f13db171b","Rotterdam","v_002","CRF","Zaragoza","Munich",1683387,310,2052,5,1212.1854,1217.1632,2429.3486
"861904263d38","Rotterdam","v_004","DTP","Dusseldorf","Berlin",1682982,505,635,4,177.3075,477.3717,654.6792
"8b3fc7ed384a","Rotterdam","v_002","CRF","Venlo","Munich",1693001,444,877,2,130.0459,532.4769,662.5228
"81e8f3525cf9","Rotterdam","v_004","CRF","Warsaw","Bremen",1646393,539,1066,5,1135.6449,834.173,1969.8179
"33301663d847","Barcelona","v_003","CRF","Rome","Milan",-1,505,NA,NA,859.9884,477.3222,1337.3106
"dc2064968174","Barcelona","v_002","CRF","Hamburg","Paris",1699584,434,1171,3,1473.6254,747.9185,2221.5439
"34a529856697","Rotterdam","v_002","DTP","Lille","Amsterdam",1692731,437,971,5,173.9644,231.1954,405.1598
"ad3345b3ab0d","Athens","v_002","CRF","Zaragoza","Athens",1674380,489,888,4,2138.3667,2138.3667,4276.7334
"22aff85e0d11","Rotterdam","v_002","CRF","Liege","Barcelona",1660153,427,702,5,161.5622,1062.2681,1223.8303
"835e354b587e","Rotterdam","v_004","DTP","Warsaw","Naples",1700558,473,983,0,1135.6449,1369.3514,2504.9963
"ca489329280f","Rotterdam","v_001","DTP","","Marseille",1699424,454,711,2,0,0,0
"4487a5cb24d0","Barcelona","v_004","DTD","Venlo","Lyon",1684560,448,1348,0,1153.4178,634.0662,1787.484
"cf6a66487a24","Rotterdam","v_002","DTD","Hamburg","Barcelona",1697072,378,1701,5,414.4489,1473.6254,1888.0743
"35408ce2c4b7","Rotterdam","v_004","CRF","Venlo","Rome",1682829,437,1106,5,130.0459,1160.8464,1290.8923
"3df96d27829e","Rotterdam","v_004","DTD","Hamburg","Vienna",1672000,486,2170,5,414.4489,743.8643,1158.3132
"909e896827df","Rotterdam","v_002","CRF","Dusseldorf","Cologne",1677878,446,1569,3,177.3075,34.4291,211.7366
"7c2dcdcb0e1b","Barcelona","v_003","CRF","Dusseldorf","Vienna",1668344,481,676,3,1149.4065,768.3073,1917.7138
"56a39a728210","Rotterdam","v_004","CRF","Lille","Lyon",1683424,464,465,3,173.9644,558.1464,732.1108
"ae9d2e974d17","Athens","v_004","CRF","Warsaw","Paris",1672000,410,2170,5,1597.0905,1376.6802,2973.7707
"0eeaa9e9adbd","Rotterdam","v_004","CRF","Zaragoza","Berlin",1620552,463,983,3,1212.1854,1616.8146,2829
"36f0c507c97a","Barcelona","v_001","CRF","Lille","Rome",1699248,553,1953,3,1030.8249,1211.1302,2241.9551
"289f597e31a5","Rotterdam","v_002","DTD","Zaragoza","Munich",1654251,644,1536,5,1212.1854,1217.1632,2429.3486
"e55ea82e5416","Rotterdam","v_004","DTD","Venlo","Helsinki",1701405,368,1294,2,130.0459,1521.8218,1651.8677
"7f3dd778e1f0","Rotterdam","v_002","CRF","Warsaw","Lyon",1672117,483,638,3,1135.6449,1384.9215,2520.5664
"25cce91c4c7f","Athens","v_002","CRF","Rome","Stockholm",1681890,428,591,0,1053.5083,1977.3389,3030.8472
"873388eb5edc","Rotterdam","v_002","CRF","Venlo","Malmö",1650715,484,1895,4,130.0459,652.4192,782.4651
"091801b41c4d","Rotterdam","v_001","CRF","Zaragoza","Paris",1660563,583,2214,3,1212.1854,839.2165,2051.4019
"d2948609bd24","Athens","v_002","DTD","Venlo","Milan",1692724,489,1890,1,2029.5726,696.3485,2725.9211
"3da15373ede4","Rotterdam","v_004","CRF","Lille","Stockholm",1677877,477,601,5,173.9644,1357.4387,1531.4031
"ab414e36c39e","Rotterdam","v_004","CRF","Dusseldorf","Naples",1689012,512,1192,3,177.3075,1290.0187,1467.3262
"76a937086ee6","Athens","v_002","CRF","Dusseldorf","Athens",1639636,536,666,3,1984.437,1984.437,3968.874
"3da778386b44","Athens","v_004","CRF","Lille","Munich",1644308,569,1088,3,2153.58,677.1062,2830.6862
"3673222a2fdd","Athens","v_004","CRF","Dusseldorf","Vienna",1681687,510,540,2,1984.437,768.3073,2752.7443
"56be99f3c3b9","Athens","v_002","CRF","Venlo","Vienna",1644308,498,1088,3,2029.5726,815.6854,2845.258
"7e249bd806ee","Rotterdam","v_004","CRF","Lille","Madrid",1682826,405,2097,2,173.9644,1251.5675,1425.5319
"b8e2d0f03623","Athens","v_004","DTD","Liege","Vienna",1674853,490,1107,2,2008.8628,828.0363,2836.8991
"9d196e49059a","Rotterdam","v_004","DTD","Zaragoza","Munich",1666959,536,1830,3,1212.1854,1217.1632,2429.3486
"45c9624b5102","Rotterdam","v_004","CRF","Hamburg","Bordeaux",1672651,319,2171,5,414.4489,1235.3496,1649.7985
"c8252dd88dbd","Rotterdam","v_002","DTP","Warsaw","Cologne",1682799,578,1137,3,1135.6449,986.9986,2122.6435
"2dabadc9393c","Rotterdam","v_002","DTD","Liege","Athens",1683636,423,1572,0,161.5622,2008.8628,2170.425
"872b6b6d57d5","Barcelona","v_004","DTP","Dusseldorf","Barcelona",1669584,436,1013,4,1149.4065,1149.4065,2298.813
"031200e17ddd","Athens","v_002","DTD","Rome","Bordeaux",1680246,445,1069,2,1053.5083,1106.8508,2160.3591
"5bdcb12c086a","Rotterdam","v_004","DTD","Dusseldorf","Madrid",1662551,399,2361,5,177.3075,1448.2241,1625.5316
"a9215df909f3","Athens","v_002","DTD","Lille","Vienna",1650715,421,1895,4,2153.58,1001.0708,3154.6508
"67fab8bd69e2","Barcelona","v_002","DTD","Venlo","Barcelona",1668421,392,1416,0,1153.4178,1153.4178,2306.8356
"36373fb36b5d","Barcelona","v_001","CRF","Dusseldorf","Rome",1680210,498,216,2,1149.4065,1125.029,2274.4355
"bf3f91b78076","Barcelona","v_002","CRF","Warsaw","Valencia",1680966,611,2251,2,1870.1057,2173.2031,4043.3088
"c0b6f93473ee","Athens","v_002","CRF","Rome","Naples",1668343,531,1332,5,1053.5083,188.7287,1242.237
"9df346b6e554","Rotterdam","v_002","CRF","Hamburg","Madrid",1669701,487,1521,0,414.4489,1787.4018,2201.8507
"42449bb58014","Rotterdam","v_004","DTD","Venlo","Madrid",1676564,451,1479,5,130.0459,1436.9241,1566.97
"21b5bb955fbf","Rotterdam","v_003","DTD","Warsaw","Madrid",1651933,461,1304,3,1135.6449,2297.8442,3433.4891
"94d28bc8b9ed","Athens","v_002","CRF","Venlo","Berlin",1672720,366,2338,2,2029.5726,512.8188,2542.3914
"f110e9fe56a3","Barcelona","v_002","CRF","Venlo","Milan",1636782,386,1730,5,1153.4178,696.3485,1849.7663
"592a32247941","Rotterdam","v_002","CRF","Zaragoza","Stockholm",1690171,491,766,5,1212.1854,2363.4114,3575.5968
"7274c41d4301","Rotterdam","v_002","DTD","Hamburg","Stockholm",1699792,594,1702,2,414.4489,812.0226,1226.4715
"fe2f864c09e8","Rotterdam","v_001","CRF","Hamburg","Barcelona",1687491,522,1258,5,414.4489,1473.6254,1888.0743
"43e67ae0329f","Barcelona","v_004","DTD","Venlo","Milan",1698924,420,1641,2,1153.4178,696.3485,1849.7663
"b3530ffd492a","Rotterdam","v_004","DTD","Warsaw","Milan",1688290,497,1339,0,1135.6449,1149.4642,2285.1091
"a0de6c8f21bd","Athens","v_002","DTD","Rome","Vienna",1650715,422,1895,4,0,765.5193,765.5193
"12cc3d9e7eb4","Rotterdam","v_004","DTD","Warsaw","Lyon",1681888,475,367,0,1135.6449,1384.9215,2520.5664
"1dfdb132c3d9","Athens","v_004","DTD","Dusseldorf","Munich",1689781,450,804,5,1984.437,487.5926,2472.0296
"420b20942ee1","Barcelona","v_004","DTD","Rome","Madrid",1680562,607,2249,5,0,1366.4467,1366.4467
"6400db84b5ee","Athens","v_002","CRF","Hamburg","Athens",1668343,566,1332,5,2025.2207,2025.2207,4050.4414
"2cb2be6fb29b","Barcelona","v_004","CRF","Dusseldorf","Prague",1657474,494,598,5,0,554.9521,554.9521
"081af05d86f7","Rotterdam","v_002","CRF","Liege","Berlin",1699564,401,1089,3,161.5622,580.017,741.5792
"a8f21bfecbc4","Athens","v_002","DTD","Dusseldorf","Marseille",1672117,486,638,3,1984.437,887.8947,2872.3317
"998e0d7d4bf0","Rotterdam","v_002","CRF","Liege","Munich",1697080,503,1311,3,161.5622,517.1005,678.6627
"1da7f863f4b8","Barcelona","v_004","DTD","Dusseldorf","Berlin",1695862,486,2016,5,1149.4065,477.3717,1626.7782
"8cfc20abe96e","Rotterdam","v_004","CRF","Venlo","Vienna",1699842,556,1810,5,130.0459,815.6854,945.7313
"f799082cf00f","Rotterdam","v_002","CRF","Warsaw","Bremen",1652538,399,1615,4,1135.6449,834.173,1969.8179
"af5fee070d57","Athens","v_001","CRF","Rome","Berlin",1655818,331,1936,2,1053.5083,1183.0545,2236.5628
"5c5eb68e8ddd","Rotterdam","v_002","CRF","Lille","Bordeaux",1660885,449,463,2,173.9644,699.6873,873.6517
